Id Empresa;Empresa;Departamento;Municipio; NUSD;Nombre del relleno sanitario;Estado del relleno sanitario;Fecha en que adquiri el estado;Fecha de reporte del estado;Ano de reporte de informacion;Fecha de reporte de informacion;Propietario del relleno sanitario;Latitud;Longitud;Altitud;Fecha inicio de operaciones;Fecha terminacion vida util;Vida util (meses);area media que contiene residuos (m2);Profundidad media de los residuos (m);Tiene cerco perimetral;Tiene caseta de entrada;Tiene drenaje de lixiviados;Cuenta con drenaje de aguas lluvias;Tiene impermeabilizacion de fondo;Tipo de impermeabilizacion de fondo;Tiene cobertura final;Tipo de cobertura final;Tiene estacion de pesaje;Aplica compactacion a los residuos dispuestos;Compactacion aplicada a los residuos dispuestos (T/m3);Capacidad de diseno del relleno sanitario (m3);Capacidad disponible (m3);Tipo de relleno sanitario;Tipo de residuos dispuestos;Caracterizacion de residuos;Organicos (%);Vidrio (%);Metal (%);Plastico (%);Papel (%);Carton (%);Otros organicos (%);Otros inorganicos (%);Fecha ultima caracterizacion;Sistema de drenaje de gases;Cantidad de pozos verticales (chimeneas y horizontales);Cuenta con un proyecto de biogas;Tiene programado desarrollar un proyecto de biogas en los proximos cinco (5) anos;Caudal de biogas en la estacion de quemado (m3/h);Contenido de metano en la estacion de quemado (%);Cantidad de lixiviado producido (L/s);Cantidad de lixiviado tratado (L/s);Representante legal de la empresa;Telefono de contacto;Correo electronico de la empresa
23428;AGUAS DE PUERTO WILCHES S.A.S.E.S.P;SANTANDER;PUERTO WILCHES;29614;KILOMETRO TRES;1|EN OPERACION;1/04/2005;9/10/2014;2012;2/02/2015;Municipio;3.98033615;-76.21435089;60;1/04/2005;1/03/2010;0;0;0;NO;NO;NO;NO;NO;Tierra;SI;No aplica;NO;NO;ND;5000000;0;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;JANEXI ALCOSER NARVAEZ;6132179;aguasdepuertowilchessasesp@yahoo.es
23428;AGUAS DE PUERTO WILCHES S.A.S.E.S.P;SANTANDER;PUERTO WILCHES;29615;KILOMETRO TRES;1|EN OPERACION;1/04/2005;9/10/2014;2012;2/02/2015;Municipio;3.98033615;-76.21435089;60;1/04/2005;1/03/2010;0;0;0;NO;NO;NO;NO;NO;Tierra;SI;No aplica;NO;NO;ND;5000000;0;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;JANEXI ALCOSER NARVAEZ;6132179;aguasdepuertowilchessasesp@yahoo.es
26991;EMPRESA DE SERVICIOS PUBLICOS DE ANDES S.A E.S.P;ANTIOQUIA;ANDES;29653;ALTO DEL RAYO;1|EN OPERACION;1/07/2014;23/10/2014;2013;23/10/2014;Empresa;3.98033615;-76.21435089;1500;1/07/2014;30/06/2017;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;78400;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;RAUL ARTURO DELGADO ECHEVERRI;8418447;archivo@epandes.gov.co
23303;EMPRESA DE ACUEDUCTO;NARINO;SAN ANDRES DE TUMACO;29673;BUCHELLI;1|EN OPERACION;1/04/2014;27/10/2014;2016;17/02/2017;Municipio;3.98033615;-76.21435089;3.4;1/04/2014;30/03/2017;6;10267;9;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;SI;SI;0.95;94229.4;31756;Relleno sanitario;ordinarios-;SI;35.03;3.68;0;9.84;13.47;4.6;12.28;21.1;1/12/2015;Pasivo;14;NO;NO;ND;ND;0.67;0.45;JHON MAURICIO GOMEZ ESPINOSA;7272245;sspd@aquaseo.com.co
25659;SERVIASEO POPAYAN S.A. E.S.P.;CAUCA;POPAYAN;29674;LOS PICACHOS;1|EN OPERACION;13/09/2014;27/10/2014;2016;14/07/2017;Empresa;3.98033615;-76.21435089;1570.36;13/09/2014;31/12/2043;343;15836.93;58;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;SI;SI;1.19;2654776;2487329;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;37.89;4.23;0;6.67;7.48;5.37;8.78;29.6;1/11/2015;Pasivo;14;NO;NO;ND;ND;1;1;MARIO ALEXANDER ROMERO TRIGOS;8206217;sspd@serviaseopopayan.co
26742;EMPRESA DE SERVICIOS PUBLICOS DE SAN FRANCISCO ANTIOQUIA SAS ESP;ANTIOQUIA;SAN FRANCISCO;29733;RELLENO SANITARIO EL PAJUI;3|INACTIVO;30/04/2017;19/07/2017;2013;13/01/2015;Municipio;3.98033615;-76.21435089;1300;1/10/2013;3/11/2017;86;2.44;1.22;SI;SI;NO;NO;NO;Tierra;SI;Tierra;NO;SI;0.45;450;1.84;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo y Pasivo;7;NO;NO;ND;ND;0.02;0.02;RUBEN DARIO ZULUAGA GALVIS;8323030;gerencia@esp-sanfrancisco-antioquia.gov.co
793;EMPRESA DE SERVICIOS PUBLICOS  DE FRONTINO E.S.P. FRONTINO;ANTIOQUIA;FRONTINO;29775;PARQUE DE APROVECHAMIENTO LA ESPERANZA;1|EN OPERACION;3/03/2013;26/11/2014;2010;26/11/2014;Municipio;3.98033615;-76.21435089;0;3/03/2013;20/05/2025;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;15664;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;SANDRA PATRICIA DAVID TORRES;8596476;serviciospublicos@frontino-antioquia.gov.co
26567;EMPRESA DE ASEO DE ARAUCA S.A. ESP;ARAUCA;ARAUCA;29776;RELLENO SANITARIO LAS GARZAS;1|EN OPERACION;22/09/2014;28/11/2014;2014;31/03/2016;Municipio;3.98033615;-76.21435089;125;22/09/2014;3/03/2029;180;5875.5;9.93;SI;SI;SI;SI;NO;Sintetico;SI;Sintetico;SI;SI;1;505100;8320.94;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;94.35;0.27;0.96;1.43;1.8;0.87;0.03;0.29;15/11/2014;Pasivo;3;NO;NO;ND;ND;0.05;0;CARLOS MARIO RESTREPO CASTRO;8858102;gerencia@emaarsa.com
26721;EMPRESA MUNICIPAL DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE EL BAGRE ANTIOQUIA SA ESP;ANTIOQUIA;EL BAGRE;29816;RELLENO SANITARIO EL BAGRE;1|EN OPERACION;4/08/2001;2/12/2014;2014;30/12/2016;Municipio;3.98033615;-76.21435089;53;4/08/2001;31/12/2012;132;3000;18;SI;NO;SI;NO;NO;Arcilla;SI;Arcilla;NO;SI;0.1;54720;54720;Relleno sanitario;ordinarios-hospitalarios-industriales-peligrosos-escombros-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;0;NO;NO;ND;ND;0.01;0.01;ANGELICA MARIA LOPEZ VILORIA;8370286;aguaselbagre@elbagre-antioquia.gov.co
21766;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE  LIBORINA S.A. E.S.P.;ANTIOQUIA;LIBORINA;30035;MIRAFLORES;1|EN OPERACION;25/11/2012;11/02/2015;2012;10/07/2015;Municipio;3.98033615;-76.21435089;990;25/11/2012;9/06/2024;170;11811;5;SI;NO;SI;SI;NO;ND;NO;Tierra;NO;SI;0.1;42290;42290;Relleno sanitario;ND;SI;0.5;0.05;0.02;0.08;0.06;0.06;0.37;0;4/05/2009;Activo;9;ND;ND;ND;ND;ND;ND;WILMAR ANDRES GARCIA MONSALVE;8561023;esplibo@gmail.com
22823;EMPRESA DE SERVICIOS PUBLICOS DE TARSO S.A. E.S.P.;ANTIOQUIA;TARSO;30095;GUYACANES 2;1|EN OPERACION;2/01/2012;20/03/2015;2012;20/03/2015;Otro;3.98033615;-76.21435089;140;2/01/2012;1/01/1930;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;8434;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;OMAR DE JESUS RAMIREZ RAMIREZ;8458541;eseptarsa@hotmail.com
21670;ATESA DE OCCIDENTE S.A.S  E.S.P.;LA GUAJIRA;MAICAO;30135;RELLENO SANITARIO REGIONAL DEL NORTE DE LA GUAJIRA;1|EN OPERACION;4/10/2014;24/04/2020;2015;8/08/2016;Otro;3.98033615;-76.21435089;65;4/10/2014;10/12/1942;345;4800;7;SI;SI;SI;SI;NO;Sintetico;SI;Arcilla;SI;SI;1.1;2195487;1712687.54;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;SI;44.59;5.51;14.2;15.21;13.19;13.19;0;0;1/12/2009;Activo;4;SI-reduccion de emisiones (quema);SI-reduccion de emisiones (quema);0;0;0.02;0;JUAN MANUEL GOMEZ MEJIA;3259970;notificaciones@interaseo.com.co
26158;AGUAS DE CHIRIBIQUETE S.A.S. ESP.;CAQUETA;SOLANO;30195;EL AMARILLO;1|EN OPERACION;29/10/2001;31/03/2015;2012;3/06/2015;Municipio;3.98033615;-76.21435089;190;29/10/2001;30/04/2025;72;30000;9;SI;NO;SI;NO;NO;Tierra;SI;Tierra;NO;NO;ND;600;72000;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;2;0;ULDARICO MORA ANGEL;4304123;aguasdechiribiquete@hotmail.com
22069;INGENIERIA & MULTISOLUCIONES E.S.P. S.A.;ARAUCA;PUERTO RONDON;30355;RELLENO SANITARIO;1|EN OPERACION;2/01/2008;5/05/2015;2006;5/05/2015;Empresa;3.98033615;-76.21435089;190;2/01/2008;28/05/2033;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;JOSE ANGEL ROMERO CRUZ;8857287;ingenieriaymultisolucionesltda@hotmail.com
1845;SERVICIOS GENERALES EMPRESA DE SERVICIOS PUBLICOS DE CARACTER PRIVADO S.A. E.S.P.;QUINDIO;MONTENEGRO;30395;PARQUE AMBIENTAL ANDALUCIA;1|EN OPERACION;17/04/2015;27/05/2015;2016;17/02/2017;Empresa;3.98033615;-76.21435089;1.231.333;17/04/2015;12/07/1934;219;34626.04;29;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;SI;SI;1.16;1559596;1370320;Relleno sanitario;ordinarios-;SI;57.12;0.87;0;5.81;1.06;2.13;0;33;1/11/2015;Pasivo;43;NO;NO;ND;ND;1.35;0;JOSE FERNANDO ECHEVERRY CARDONA;7799377;sspd@servigenerales.com
477;ALCALDIA MUNICIPAL DE PUERTO CARREãO;VICHADA;PUERTO CARRENO;30435;RELLENO SANITARIO DEL MUNICIPIO DE PUERTO CARREãO;1|EN OPERACION;8/04/2013;3/06/2015;2013;3/06/2015;Municipio;3.98033615;-76.21435089;51;8/04/2013;5/03/1941;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;149100;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;MARCOS PEREZ JIMENEZ;5654324;alcaldia@puertocarreno-vichada.gov.co
2910;EMPRESA DE SERVICIOS P˜BLICOS DOMICILIARIOS DE PUENTE NACIONAL E.S.P.;BOYACA;TUNJA;30575;PIRGUA;1|EN OPERACION;9/09/1956;13/07/2015;2013;13/07/2015;Empresa;3.98033615;-76.21435089;99;9/09/1956;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;700000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;BRAYAN STEEK CORTES LUENGAS;7587050;acuapuente@gmail.com
22713;CONFINEãA DE SERVICIOS PUBLICOS  S A  E.S.P;SANTANDER;SAN GIL;30695;EL CUCHARO ;1|EN OPERACION;30/06/2005;13/08/2015;2010;13/08/2015;Empresa;3.98033615;-76.21435089;1035;30/06/2005;29/06/2015;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;71500;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;JORGE ANDRES NIãO SIERRA;7248160;confinena@hotmail.com
2161;EMPRESA DE SERVICIOS PUBLICOS DE BELEN;NARINO;PASTO;30795;ANTANAS;1|EN OPERACION;4/06/2003;7/09/2015;2012;7/09/2015;Empresa;3.98033615;-76.21435089;2750;4/06/2003;2/09/1930;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;100000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;PAOLA ANDREA BOLAãOS BOLAãOS;7440783;empobelenesp95@gmail.com
26545;EMPRESAS PUBLICAS DE CARAMANTA S.A.S. E.S.P.;ANTIOQUIA;CARAMANTA;31036;RELLENO SANITARIO EL JARDIN;1|EN OPERACION;3/04/2003;20/10/2015;2014;20/10/2015;Municipio;3.98033615;-76.21435089;2050;3/04/2003;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;1620;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;JOHAN DANIEL HERNANDEZ RAMIREZ;8553044;empresaspublicasdecaramanta@gmail.com
2311;EMPRESA DE RECICLAJE;CORDOBA;MONTELIBANO;31115;RELLENO SANITARIO CERRO MATOSO;1|EN OPERACION;1/01/2001;22/11/2019;2016;5/05/2017;Otro;3.98033615;-76.21435089;52;1/01/2001;31/12/2020;20;40000;2.8;SI;SI;SI;SI;NO;Tierra;SI;Tierra;NO;SI;0.5;9000;1844.94;Relleno sanitario;ordinarios-industriales-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;5;NO;NO;ND;ND;0.01;0.01;MARCO ANTONIO ARRIETA BERTEL;7722215;reasersa@edatel.net.co
22911;VEOLIA ASEO BUCARAMANGA S A  ESP;SANTANDER;BUCARAMANGA;31135;SITIO DE DISPOSICI”N FINAL DE RESIDUOS S”LIDOS EL CARRASCO;1|EN OPERACION;13/08/1998;26/10/2015;2010;26/10/2015;Empresa;3.98033615;-76.21435089;800;13/08/1998;18/06/2003;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;30000000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;ISMARIS ORTIZ  GONZALEZ;6806437;aseo-bucaramanga.co@veolia.com
2044;INTERASEO S.A.S.  E.S.P.;MAGDALENA;ARACATACA;31180;R.S.  REGIONAL ECOSISTEMA SIERRA NEVADA DE SANTA MARTA;1|EN OPERACION;15/09/2009;18/11/2015;2015;29/04/2020;Municipio;3.98033615;-76.21435089;50;15/09/2009;15/09/2023;2564;66250;20;SI;SI;SI;SI;NO;ND;NO;Arcilla;SI;SI;0.9;706376;1790390;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;33;ND;ND;ND;ND;ND;ND;JUAN MANUEL GOMEZ MEJIA;4346234;notificaciones@interaseo.com.co
2044;INTERASEO S.A.S.  E.S.P.;ATLANTICO;SANTO TOMAS;31181;LAS MARGARITAS;1|EN OPERACION;16/01/2006;18/11/2015;2015;29/04/2020;Empresa;3.98033615;-76.21435089;8;16/01/2006;23/11/2035;0;0;0;SI;SI;SI;SI;NO;ND;NO;No aplica;SI;SI;0;2352172;0;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;ND;ND;JUAN MANUEL GOMEZ MEJIA;4346234;notificaciones@interaseo.com.co
28511;EMPRESA METROPOLITANA DE ASEO DEL PUTUMAYO S.A.S. E.S.P.;PUTUMAYO;MOCOA;31303;RELLENO SANITARIO VEREDA MEDIO AFAN;1|EN OPERACION;15/01/2004;11/12/2015;2016;9/06/2017;Municipio;3.98033615;-76.21435089;981;15/01/2004;ND;156;2816;2.8;SI;SI;SI;SI;NO;Sintetico;SI;Arcilla;SI;SI;0.7;700161.6;2914;Relleno sanitario;ordinarios-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;12;NO;SI-reduccion de emisiones (quema);ND;ND;0.32;0.32;FELIPE ARCINIEGAS ERAZO;7362875;felipe.arciniegas@veolia.com
22137;EMPRESA DE SERVICIOS PUBLICOS DEL ORIENTE DE CALDAS S.A. E.S.P.;CALDAS;MARQUETALIA;31516;LA VEGA;1|EN OPERACION;1/06/2008;5/02/2016;2012;2/12/2017;Empresa;3.98033615;-76.21435089;1350;1/06/2008;31/12/2026;0;0;0;SI;NO;SI;SI;NO;Ninguno;SI;Tierra;NO;NO;ND;6000;0;Relleno sanitario;ND;SI;0;0;0;0;0;0;0;0;20/10/2012;Activo;0;NO;NO;ND;ND;0;0;LUZ ESTRELLA SOTO CIRO;8567545;serviorienteesp@gmail.com
25653;ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE CUMBITARA;NARINO;CUMBITARA;31576;RELLENO SANITARIO DE CUMBITARA;1|EN OPERACION;24/05/2011;10/02/2016;2016;15/08/2018;Municipio;3.98033615;-76.21435089;1530;24/05/2011;25/09/2034;10;497.12;2;SI;NO;SI;SI;NO;ND;NO;Tierra;NO;SI;0.5;300;7650;Relleno sanitario;ND;SI;2.17;0.16;0.2;0.06;0;0.11;0;97.3;28/08/2015;Activo;0;ND;ND;ND;ND;ND;ND;LUSSIANI DANIEL ARIAS BASTIDAS;7369349;empocumbitara@gmail.com
29531;SERVIDONMATIAS ESP SAS;ANTIOQUIA;DONMATIAS;31596;RELLENO EL PINAR;1|EN OPERACION;1/01/1998;18/02/2016;2016;19/04/2019;Municipio;3.98033615;-76.21435089;2225;1/01/1998;6/07/2020;240;64853;2397;SI;SI;NO;SI;NO;Tierra;SI;Limo;NO;SI;0.6;4700;4795;Relleno sanitario;ordinarios-industriales-poda de arboles y cesped;SI;16;15;4;13;4;3;5;40;28/10/2018;Pasivo;1;NO;NO;ND;ND;0;0;SERGIO GOMEZ MARIN;8663960;Servidonmatias@gmail.com
26842;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS TAMESIS ESP SAS;ANTIOQUIA;TAMESIS;31636;MANUAL;1|EN OPERACION;7/02/2003;1/03/2016;2015;1/03/2016;Municipio;3.98033615;-76.21435089;1400;7/02/2003;23/06/2025;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;15000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;GUILLERMO LEON SUAZA ARREDONDO;8494035;serviciospublicos@tamesis-antioquia.gov.co
3211;AGUAS DE LA MOJANA S.A. E.S.P;TOLIMA;HONDA;31656;MIRADOR GUACIMA-MESA DE LOS PALACIOS;1|EN OPERACION;27/12/2013;15/03/2016;2013;15/03/2016;Otro;3.98033615;-76.21435089;261;27/12/2013;12/05/2014;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;1555;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;ALVARO LUIS MONTERROSA ARRIETA;2954404;aguasdelamojanaesp@hotmail.com
21970;MUNICIPIO DE NECHI;ANTIOQUIA;NECHI;31718;GRANADA - TABOGA ;1|EN OPERACION;18/01/2009;30/03/2016;2009;30/03/2016;Municipio;3.98033615;-76.21435089;30;18/01/2009;3/01/2023;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;400000000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;MIGUEL ENRIQUE FRANCO MENCO;8368585;alcaldianechi@yahoo.es
20093;MUNICIPIO DE SANTA ANA MAGDALENA;MAGDALENA;SANTA ANA;31836;RELLENO REGIONAL SANTA ANA;1|EN OPERACION;1/04/2011;20/04/2016;2012;20/04/2016;Municipio;3.98033615;-76.21435089;35;1/04/2011;21/11/2038;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;15000000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;WUILLMAN ANTONIO BERMUDEZ SIVERA;5931633;alcaldia@santaana-magdalena.gov.co
25662;EMPRESA DE SERVICIOS PUBLICOS DE GUADALUPE S.A.S ESP;ANTIOQUIA;GUADALUPE;31876;EL PLACER;3|INACTIVO;10/05/2016;13/07/2016;2012;16/05/2016;Municipio;3.98033615;-76.21435089;1875;2/01/2010;1/08/1934;312;9753;0;SI;SI;SI;SI;NO;Arcilla;SI;Tierra;NO;NO;ND;3102;2800;Relleno sanitario;ordinarios-hospitalarios-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;DAISSY BAENA HERNANDEZ;8616115;uspguadalupe@gmail.com
23463;AGUAS DEL CARMELO A.S E.S.P;CHOCO;EL CARMEN DE ATRATO;32156;LA ARBOLEDA;1|EN OPERACION;1/01/2013;29/06/2016;2015;29/06/2016;Municipio;3.98033615;-76.21435089;1619;1/01/2013;25/08/2041;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;26138;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;DAVID FERNANDO AGUDELO BEDOYA;6790214;serviciospublicos@elcarmendeatrato-choco.gov.co
26741;AGUAS DEL PçRAMO DE SONS”N S.A.S. E.S.P;ANTIOQUIA;SONSON;32237;AMBIENTE SONSON;1|EN OPERACION;19/04/2012;12/07/2016;2014;23/08/2017;Municipio;3.98033615;-76.21435089;2527;19/04/2012;11/09/2019;87;1789;6;SI;NO;SI;SI;NO;Sintetico;SI;Tierra;NO;SI;0.5;179898;1145;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;59;0.15;0.15;0.3;0.4;0;0;1;1/06/2009;Activo;14;NO;NO;ND;ND;0.02;0;Francia Irene Cifuentes Arango ;8691810;aguasdelparamodesonson@gmail.com
1409;UNIDAD DE SERVICIOS PUBLICOS DE PAZ DE RIO;BOYACA;SOGAMOSO;32256;COOSERVICIOS;1|EN OPERACION;3/07/1995;13/07/2016;2015;13/07/2016;Empresa;3.98033615;-76.21435089;2000;3/07/1995;15/09/2022;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;61;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;JUSTO PASTOR GOYENECHE HERRERA;7865133;alcaldia@pazderio-boyaca.gov.co
28811;EMPRESA PRESTADORA DEL SERVICIO PUBLICO DE ASEO DE SAN JACINTO ;BOLIVAR;SAN JACINTO;32318;RELLENO REGIONAL SAN JACINTO;1|EN OPERACION;27/11/2012;11/08/2016;2016;10/04/2019;Municipio;3.98033615;-76.21435089;121;27/11/2012;26/10/2037;312;43.64;5;SI;SI;SI;SI;NO;Sintetico;SI;Arcilla;SI;SI;0.85;644392;569474;Relleno sanitario;ordinarios-;SI;58;4;1;14;2;5;9;0;29/09/2016;Pasivo;3;NO;NO;ND;ND;40.26;0;SANDRA EUGENIA COVO PORTO;6666528;aseosanjacinto@gmail.com
23086;ADMINISTRACION PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE COLON GENOVA;NARINO;COLON;32343;BOTADERO DE BASURA GENOVA ;1|EN OPERACION;1/08/2009;17/08/2016;2012;17/08/2016;Municipio;3.98033615;-76.21435089;1500;1/08/2009;5/11/2012;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;35000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;JAIRO MUãOZ MENESES;7264632;jamunosme@yahoo.es
28811;EMPRESA PRESTADORA DEL SERVICIO PUBLICO DE ASEO DE SAN JACINTO ;BOLIVAR;SAN JACINTO;32356;RELLENO REGIONAL SAN JACINTO;1|EN OPERACION;27/11/2012;23/08/2016;2016;10/04/2019;Municipio;3.98033615;-76.21435089;121;27/11/2012;26/10/2037;312;43.64;5;SI;SI;SI;SI;NO;Ninguno;SI;Arcilla;SI;SI;0.85;644392;569474;Relleno sanitario;ordinarios-;SI;58;4;1;14;2;5;9;0;29/09/2016;Pasivo;3;NO;NO;ND;ND;40.26;0;SANDRA EUGENIA COVO PORTO;6666528;aseosanjacinto@gmail.com
26753;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE ANCUYA NARINO SAS ESP;NARINO;ANCUYA;32376;RELLENO SANITARIO SANTA INES;1|EN OPERACION;15/09/2008;2/09/2016;2015;2/09/2016;Municipio;3.98033615;-76.21435089;1348;15/09/2008;14/09/2022;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;3954.32;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;CLAUDIA YANETH MESSA MONTENEGRO;7287372;espancuyasas@gmail.com
2636;REDIBA S.A ES.P;SANTANDER;BARRANCABERMEJA;32479;RELLENO SANITARIO REDIBA SA ESP;1|EN OPERACION;1/01/2015;13/05/2019;2015;23/09/2016;Empresa;3.98033615;-76.21435089;83;1/01/2015;1/01/1945;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;2170000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;ISMARIS ORTIZ GONZALEZ;6576852;gerentegeneral@rediba.net
26709;EMPRESA DE SERVICIOS PUBLICOS DE FALAN S.A.S E.S.P;CALDAS;LA DORADA;32496;LA DORADITA;1|EN OPERACION;11/07/2003;28/09/2016;2013;12/11/2018;Empresa;3.98033615;-76.21435089;0;11/07/2003;ND;0;0;0;NO;NO;NO;NO;NO;ND;NO;Otro;NO;NO;ND;3300;0;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;ND;ND;NELCY YANETH GALINDO VIDAL;2528086;espfalan@hotmail.com
22414;BIOINGENIERIA TECNOLOGIA Y AMBIENTE SOCIEDAD POR ACCIONES SIMPLIFICADAS  EMPRESA DE SERVICIOS PUBLICOS;SANTANDER;BARRANCABERMEJA;32618;LA ESMERALDA;1|EN OPERACION;20/10/1997;13/10/2016;2011;13/10/2016;Municipio;3.98033615;-76.21435089;75.94;20/10/1997;30/01/2015;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;170000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;ANDRES CAMILO PARADA  RUEDA ;6020420;juridica@biotasa.com
